Title,Price_pesos,Barangay,Municipality,Seller,Number_Bedrooms,Floor_sqm,Land_sqm,Latitude,Longitude
"Newly Built 6BR Hotspring Resort for Sale - Lalakay, Los Baños, Laguna",38000000,Lalakay,Los Baños,JAUBREY DRANREB BETE,6,500,656,121.2067078,14.1701347
FOR SALE: House and Lot in Avida Parkway Settings Nuvali,15000000,Canlubang,Calamba,Meet Your Property by Eunice Estrada,5,202,168,121.0533622,14.1857173
FOR SALE: 5BR with Luxury Garden in Avida Parkway Settings Nuvali,18400000,Canlubang,Calamba,Meet Your Property by Eunice Estrada,5,224,220,121.0533622,14.1857173
Pre-selling House & Lot with 4 Bedrooms in Sta. Rosa Laguna (Avida Settings)-MC,11880000,Canlubang,Calamba,Ms. Michelle,4,197,135,121.0533622,14.1857173
"For Sale: Alora Series Townhouse at Phirst Sights Bay City, Laguna",1000000,Puypuy,Bay,Rizally Aranas,1,30,41,121.282239,14.166966
"For sale House and Lot on the Hill in Brgy Antipolo, Rizal City, Laguna",8500000,Antipolo,Rizal,Sheryl Caballes,2,120,240,121.380557,14.114565
"For Sale: Brand New 3 Storey Townhouse at Landmark Subdivision, Calamba, Laguna",4500000,Parian,Calamba,Rizally Aranas,2,150,60,121.151971,14.216635
4 Bedrooms House and lot Nuvali for Sale,,Canlubang,Calamba,Kathleen Rana,4,114,188,121.0533622,14.1857173
"Brandnew House and Lot for Sale in Averdeen Estates Nuvali, Calamba, Laguna",,Hornalan,Calamba,Kathleen Rana,3,98,170,121.0822104,14.1753161
"Ready For Occupancy House and Lot for Sale in San Pablo, Laguna 3 Bedroom",3500000,San Vicente,San Pablo,Marjorie Baluyot,3,57,80,121.340728,14.0256013
"House and Lot for sale in Las Villas Biñan, Laguna",28000000,Mampalasan,Biñan,Phil Realty Brokerhouse,6,550,356,121.0810444,14.2923053
A Gray 4 Bedroom House & Lot for Sale in Nuvali,30000000,Santo Domingo,Santa Rosa,Taller Presello,4,310,242,121.0661417,14.2444071
Single Attached House and Lot for Sale in Antipolo near Marcos Highway,8000000,Antipolo,Rizal,Albert Jalos,4,135,92,121.380557,14.114565
"5-7 Bedroom House and Lot for Sale near Nuvali, Calamba, Laguna",63000000,Canlubang,Calamba,Cavin Hernandez,5,620,460,121.0533622,14.1857173
Amaia Series Nuvali Townhouse for Sale,,Canlubang,Calamba,Kathleen Rana,3,65,60,121.0533622,14.1857173
Brandnew House and lot in Amaia Series Nuvali,7862968,Canlubang,Calamba,Kathleen Rana,2,65,84,121.0533622,14.1857173
"Brand New House For Sale in Nuvali Southdale Settings, Calamba, Laguna",12119437,Canlubang,Calamba,Kathleen Rana,3,85,148,121.0533622,14.1857173
"Brand New House and Lot For Sale in Southdale Settings Nuvali, Calamba",10633000,Canlubang,Calamba,Kathleen Rana,3,67,128,121.0533622,14.1857173
"RFO 2-Bedroom House and Lot For Sale in Pittland, Cabuyao, Laguna",4655000,Pittland,Cabuyao,Brian ibarreta,2,46,66,121.0721529,14.2220299
"2 Bedroom Ready For Occupancy House For Sale in Camella Dos Rios, Cabuyao",3200000,Pittland,Cabuyao,Brian ibarreta,2,40,42,121.0721529,14.2220299
"For Sale: 5 Bedroom House and Lot in Southern Plains Silangan, Laguna",48000000,Canlubang,Calamba,Aiman De Silva,5,,230,121.0533622,14.1857173
"RFO Brand New House and Lot For Sale in Villa Segovia, Santa Rosa, Laguna -EGR",12500000,Don Jose,Santa Rosa,Ms. Emma,4,200,150,121.0735873,14.2615584
"RFO House and Lot For Sale in Raiya Solen Greenfield, Santa Rosa - EGR",24000000,Don Jose,Santa Rosa,Ms. Emma,4,164,264,121.0735873,14.2615584
"3-Bedroom Newly-Renovated House For Sale in Avida Settings Nuvali, Calamba",9500000,Canlubang,Calamba,"PhilRealty Global Marketing, Inc",3,150,114,121.06928379271,14.203872697979
"For Sale: Modern Townhouse, Alora Series at Phirst Park Homes Calauan, Laguna",,Bangyas,Calauan,Engr. Renz Jacinto,1,41,36,121.314729,14.18534
"House and Lot For Sale, Sage Villa by VCDC Near Nuvali, Calamba, Laguna",50000000,Canlubang,Calamba,Cavin Hernandez,5,600,460,121.0533622,14.1857173
Corner Unit Available!! Ashton Field Brgy. Milagrosa Calamba Laguna,7000000,Milagrosa (Tulo),Calamba,Filinvest Land Inc.,3,62,126,121.1375,14.16919
"FOR SALE / Mondia Nuvali,  3 Storey Modern House",42000000,Canlubang,Calamba,Mark Russell Villaluz,4,390,303,121.0533622,14.1857173
House & Lot For Sale in Sta. Rosa Laguna (Raiya)-MC,24430131,Don Jose,Santa Rosa,Ms. Michelle,3,164,264,121.0735873,14.2615584
"For Sale: Bella Single Firewall House at Camella Dos Rios Trails Cabuyao, Laguna",5815000,Pittland,Cabuyao,Maricel Lobiano,2,53,88,121.0909261,14.23066526
"For Sale: Cara Single Firewall House at Camella Dos Rios Trails Cabuyao, Laguna",6443000,Pittland,Cabuyao,Maricel Lobiano,3,66,88,121.0721529,14.2220299
"For Sale: Dana Single Firewall House at Camella Dos Rios Trails Cabuyao, Laguna",7655000,Pittland,Cabuyao,Maricel Lobiano,4,85,99,121.0909261,14.23066526
"For Sale: Ella Single Firewall House at Camella Dos Rios Trails Cabuyao, Laguna",11230000,Pittland,Cabuyao,Maricel Lobiano,5,100,176,121.0909261,14.23066526
"For Sale: Freya Single Firewall House at Camella Dos Rios Trails Cabuyao, Laguna",12350000,Pittland,Cabuyao,Maricel Lobiano,5,142,176,121.0909261,14.23066526
"For Sale: Greta Single Firewall House at Camella Dos Rios Trails Cabuyao, Laguna",12929000,Pittland,Cabuyao,Maricel Lobiano,5,166,176,121.0721529,14.2220299
RFO House and Lot 4 bedroom in Liane SOLEN GREENFIELD - EGR,26000000,Santo Domingo,Santa Rosa,Ms. Emma,4,194,298,121.0661417,14.2444071
"Complete Townhouse Unit with 3 Bedrooms for Sale at Savana in San Pablo, Laguna",2975000,Soledad,San Pablo,Jovelyn Ducusin,3,47,45,121.3168597,14.0414842
"House and Lot for Sale in Stonecrest Subdivision, San Pedro, Laguna",30000000,Estrella,San Pedro,Jackson Lim,5,375,411,121.0434637,14.3368386
"Modern House for sale in Calamba, Laguna - Mondia, Nuvali by Alveo Land",42000000,Hornalan,Calamba,Anthony Barranda,5,390,303,121.13977,14.22273
RFO Brandnew House and Lot in Villa Segovia Laguna -EGR,12500000,Balibago,Santa Rosa,Ms. Emma,4,200,150,121.10166,14.294425
RFO House and Lot in Liane SOLEN GREENFIELD - EGR,26000000,Don Jose,Santa Rosa,Ms. Emma,4,194,298,121.0735873,14.2615584
Preselling House and Lot in Avida Settings in Nuvali -EGR,11800000,Santo Domingo,Santa Rosa,Ms. Emma,4,197,135,121.0661417,14.2444071
"For Sale Stunning Ready for Occupancy House and Lot in Calamba, Laguna",64559206,Canlubang,Calamba,Raymond Aldabe Mamino,7,731,409,121.0533622,14.1857173
For Sale RFO House and Lot in Raiya SOLEN GREENFIELD - EGR,24000000,Don Jose,Santa Rosa,Ms. Emma,4,164,264,121.0735873,14.2615584
"Single Attached House and Lot for Sale in Centerra Cabuyao, Laguna",2700000,Gulod,Cabuyao,Raymond Aldabe Mamino,2,42,75,121.1623549,14.2562824
"TownHouse and Lot For Sale Mercedes Homes V, Pacita 2 Laguna",5500000,Pacita 2,San Pedro,Rosemarie Domingo,4,200,100,121.057897,14.350205
"5-Bedroom House and Lot For Sale near Nuvali in Calamba, Laguna",33000000,Canlubang,Calamba,Cavin Hernandez,5,400,230,121.0533622,14.1857173
RFO House and Lot in Raiya SOLEN GREENFIELD - EGR,24000000,Don Jose,Santa Rosa,Ms. Emma,4,164,264,121.0735873,14.2615584
"3 Bedroom House and Lot For Sale in Umali Subd, Los Baños, Laguna",9000000,Batong Malake,Los Baños,"PhilRealty Global Marketing, Inc",3,120,400,121.231499,14.151302
"For Sale Stunning House and Lot in Calamba, Laguna RFO Sage Model",49518780,Canlubang,Calamba,Raymond Aldabe Mamino,6,534,230,121.0533622,14.1857173
2 bedroom rfo house and lot in cabuyao laguna,3200000,Pulo,Cabuyao,Brian ibarreta,2,46,66,121.1322063,14.2465882
"Model House and Lot for Sale at West Ridge Residences, Lawa, Calamba, Laguna",3100000,Lawa,Calamba,Raymond Aldabe Mamino,3,78,72,121.146668,14.2086539
"RFO Brand New House and Lot For Sale in Villa Segovia, Santa Rosa, Laguna -EGR",12500000,Don Jose,Santa Rosa,Ms. Emma,4,200,150,121.0735873,14.2615584
"RFO House and Lot For Sale in Raiya Solen Greenfield, Santa Rosa - EGR",24000000,Don Jose,Santa Rosa,Ms. Emma,4,164,264,121.0735873,14.2615584
"Pre-selling House and Lot For Sale in Avida Settings Nuvali, Calamba -EGR",11800000,Canlubang,Calamba,Ms. Emma,4,197,135,121.0533622,14.1857173
"Stunning 5-Bedroom House and Lot for Sale in Calamba City, Laguna",34482376,Canlubang,Calamba,Raymond Aldabe Mamino,5,404,209,121.0533622,14.1857173
"Venare Nuvali Modern House and Lot for Sale in Santa Rosa, Laguna",39000000,Canlubang,Calamba,DHR Dolotina,4,508,302,121.0533622,14.1857173
"For Sale: Carolyn NRFO Model House at Georgia Club in Santa Rosa City, Laguna",35027000,Don Jose,Santa Rosa,Vedasto Guinto JR,3,265,240,121.0735873,14.2615584
"For Sale: Marcia Model NRFO House at Augusta in Santa Rosa City, Laguna",22953000,Don Jose,Santa Rosa,Vedasto Guinto JR,3,143,169,121.0735873,14.2615584
"For Sale: Allison Model House NRFO at Georgia Club in Santa Rosa City, Laguna",31871000,Don Jose,Santa Rosa,Vedasto Guinto JR,3,211,240,121.0735873,14.2615584
Southern Plains Calamba Laguna | 4BR House and Lot For Sale,28000000,Canlubang,Calamba,Veronica Ginez,4,196,240,121.0533622,14.1857173
For Sale: Lladro NRFO House & Lot in Valenza at Pontevedra in Santa Rosa Laguna,30361000,Santo Domingo,Santa Rosa,Vedasto Guinto JR,3,211,238,121.0661417,14.2444071
"For Sale: Berly NRFO House & Lot in Valenza at Pontevedra in Santa Rosa, Laguna",30894000,Santo Domingo,Santa Rosa,Vedasto Guinto JR,3,177,270,121.0661417,14.2444071
"For Sale: Francesco NRFO House & Lot in Valenza at Pontevedra, Santa Rosa Laguna",23147000,Santo Domingo,Santa Rosa,Vedasto Guinto JR,4,142,181,121.0661417,14.2444071
For Sale: Martini NRFO House & Lot in Valenza at Pontevedra in Santa Rosa Laguna,15118000,Santo Domingo,Santa Rosa,Vedasto Guinto JR,3,109,110,121.0661417,14.2444071
RFO House and Lot in Liane SOLEN GREENFIELD - EGR,26000000,Don Jose,Santa Rosa,Ms. Emma,4,194,298,121.0735873,14.2615584
RFO House and Lot in Raiya SOLEN GREENFIELD - EGR,24000000,Don Jose,Santa Rosa,Ms. Emma,4,164,264,121.0735873,14.2615584
"5 Bedroom House and Lot for Sale in Southern Plains, Calamba, Laguna",33000000,Canlubang,Calamba,Aiman De Silva,5,,150,121.0533622,14.1857173
"RFO Brand New 4-BR House in Cabuyao, Laguna for Sale",5798000,Barangay Tres,Cabuyao,Raymond Aldabe Mamino,4,152,115,121.123441,14.276365
"Pre-selling House and Lot For Sale in Avida Settings Nuvali, Santa Rosa -EGR",11800000,Don Jose,Santa Rosa,Ms. Emma,4,197,135,121.0735873,14.2615584
"RFO House and Lot For Sale in Raiya Solen Greenfield, Santa Rosa - EGR",24000000,Don Jose,Santa Rosa,Ms. Emma,4,164,264,121.0735873,14.2615584
Parkspring San Pedro Laguna Unfinished House and Lot for Sale,6540000,San Antonio,San Pedro,Raphael Santos,3,150,121,121.0433415,14.3669314
"Dream House For Sale in Camella Dos Rios, Pittland, Cabuyao, Laguna",3200000,Pittland,Cabuyao,Shyrill Mabansag,2,40,44,121.0909261,14.23066526
"Fully Furnished 3-Bedroom Townhouse For Sale in Biñan, Biñan, Laguna",,Biñan,Biñan,Josephine Arcilla Dayag,3,210,168,121.0539924,14.2703263
"7 Bedrooms House and Lot for Sale in Southern Plains, Calamba, Laguna",78000000,Canlubang,Calamba,Aiman De Silva,7,,460,121.0533622,14.1857173
"For Sale: Five Bedroom House and Lot near Nuvali, Calamba, Laguna",48600000,Canlubang,Calamba,Wilmer Yu,5,535,231,121.0533622,14.1857173
"For Sale: Three bedroom House and Lot near Nuvali, Calamba, Laguna",37100000,Canlubang,Calamba,Wilmer Yu,3,396,231,121.0533622,14.1857173
"For Sale: Three Bedroom Bungalow House and Lot near Nuvali, Calamba, Laguna",28000000,Canlubang,Calamba,Wilmer Yu,3,231,231,121.0533622,14.1857173
"For Sale: Five Bedroom House and Lot near Nuvali, Calamba, Laguna",32300000,Canlubang,Calamba,Wilmer Yu,5,345,150,121.0533622,14.1857173
"For Sale: Four Bedroom House and Lot near Nuvali, Calamba, Laguna",27700000,Canlubang,Calamba,Wilmer Yu,4,266,150,121.0533622,14.1857173
"For Sale: Three Bedroom House and Lot near Nuvali, Liliw, Laguna",24400000,Cabuyao,Liliw,Wilmer Yu,3,253,150,121.420118,14.165665
"For Sale: Two Bedroom House and Lot near Nuvali, Calamba, Laguna",17700000,Canlubang,Calamba,Wilmer Yu,2,149,150,121.0533622,14.1857173
"Mondia Nuvali, Calamba | Three Bedroom House and Lot For Sale - #6109",44000000,Hornalan,Calamba,Everbright Real Estate,3,390,303,121.0822104,14.1753161
"House and Lot For Sale | Stonecrest Subdivision, San Pedro, Laguna",39000000,Estrella,San Pedro,Jackson Lim,2,375,411,121.0434637,14.3368386
"Pre-selling Townhouse For Sale in Phirst Park Homes San Pablo, Laguna",1789292,San Ignacio,San Pablo,Gener Francisco,2,40,44,121.34015,14.049476
"For Sale 4 Bedroom Family House in Venare, Nuvali in Calamba Laguna",30000000,Canlubang,Calamba,Richard Ivann Javier,4,310,243,121.0533622,14.1857173
"Barandal, Calamba City, Foreclosed Residential – House and Lot -  10001000012332",1350000,Barandal,Calamba,RCBC -,1,48,80,121.129069,14.195385
For Sale RFO House and Lot in Liane SOLEN GREENFIELD - EGR,26000000,Don Jose,Santa Rosa,Ms. Emma,4,194,298,121.0735873,14.2615584
Pre-selling 3Bedroom Single Attached House For Sale in Phirst Park Homes Calamba,4425766,Palo-Alto,Calamba,Gener Francisco,3,54,88,121.113605,14.191945
"Pre-selling 2 Bedroom Townhouse For Sale in Phirst Park Homes Calamba, Laguna",2008574,Palo-Alto,Calamba,Gener Francisco,2,40,44,121.10737,14.182395
"4 Bedroom House for Sale in Sta. Rosa Estates 2, Laguna",16000000,Santo Domingo,Santa Rosa,Team G-wagon,3,281,192,121.0661417,14.2444071
"411 sqm 4-BR Newly Renovated House & Lot For Sale in Stonecrest, San Pedro",39000000,Estrella,San Pedro,Bridgette Aloya,4,375,411,121.0434637,14.3368386
"Avina House For Sale in Sentrina Alaminos, San Benito, Alaminos, Laguna",4984567,San Benito,Alaminos,Mary Pauline Roque,3,85,88,121.2799644,14.0571169
"For Sale : House And Lot near Nuvali in Canlubang, Calamba, Laguna",35000000,Canlubang,Calamba,Wilmer Yu,5,209,403,121.0533622,14.1857173
"For Sale : 6-Bedroom House near Nuvali in Canlubang, Calamba, Laguna",50000000,Canlubang,Calamba,Wilmer Yu,6,534,230,121.0533622,14.1857173
3BR House & Lot for Sale in Canlubang Calamba City,13000000,Canlubang,Calamba,Realus Realtors,3,88,257,121.0533622,14.1857173
"3 Bedrooms Bungalow with Roofdeck for Sale in Southwind, San Pedro, Laguna",8749300,San Antonio,San Pedro,Mary Irene Pareja,3,125,133,121.0433415,14.3669314
"3 Bedrooms with Balcony & Roofdeck for sale in Southwind, San Pedro, Laguna",12721300,San Antonio,San Pedro,Mary Irene Pareja,3,167,135,121.0433415,14.3669314
"For Sale 4 Bedroom House in an Exclusive Village near Southwoods, San Pedro",17500000,Estrella,San Pedro,Gary Chavez,4,220,210,121.0434637,14.3368386
"2 Bedroom House & Lot For Home-Based Business For Sale in Calamba, Laguna",10289700,Bubuyan,Calamba,Agent Janah Monsanto,2,121,267,121.104341,14.17063
Newly Launch Preselling within Budget Rowhouse by Phirst Park Homes Alora Series,850000,Puypuy,Bay,Renz Roby Santos,1,40,46,121.282239,14.166966
New House and Lot  3 bedroom in Averdeen Estate Nuvali for sale,,Hornalan,Calamba,Rachael Ann D. Miranda,3,110,174,121.0822104,14.1753161
"Affordable 2-BR Townhouse For Sale in Phirst Sights Bay, Laguna",,Puypuy,Bay,Theresa Katrina Esma,2,36,40,121.282239,14.166966
Beautifully Landscaped Semi-Industrial House and Lot for Sale in Stonecrest,45000000,San Vicente,San Pedro,Rainier Kristoffer Espiritu,4,350,816,121.0535937,14.3494688
Beautifully Landscaped Semi Industrial House and Lot for Sale in San Pedro Lagun,45000000,San Vicente,San Pedro,Rainier Kristoffer Espiritu,4,350,816,121.0535937,14.3494688
RFO House and Lot in Liane SOLEN GREENFIELD - EGR,26000000,Santo Domingo,Santa Rosa,Ms. Emma,4,194,298,121.0661417,14.2444071
"1 Bedroom Bungalow for Sale in Valle Dulce, Calamba, Laguna",2500000,Bubuyan,Calamba,Mary Irene Pareja,1,55,63,121.1107408,14.1764341
For Sale: Semi Furnished House and Lot I The Arborage at Brentville in Laguna,24500000,Bungahan,Biñan,Vincent Tablante,3,176,252,121.0836934,14.3034727
For Sale BRAND NEW: House & Lot at La Residencia Subdivision near Solenad Malls,22000000,Don Jose,Santa Rosa,CoescaRealty CoescaRealty,4,360,,121.0735873,14.2615584
"Erin Model House for Sale at Averdeen Estates NUVALI in Calamba City, Laguna",,Hornalan,Calamba,Nilda Mayor,3,95,169,121.0822104,14.1753161
"2-Storey Duplex Resort for Sale in Brgy. Pansol Calamba City, Laguna",26000000,Pansol,Calamba,Team Bugatti,4,380,550,121.1840111,14.178416
"Laguna Hills Subdivision 2 Bedroom House and Lot for Sale in Calamba, Laguna",13500000,Pansol,Calamba,Pauline Khristie Orbeta,2,163,204,121.1840111,14.178416
"House and lot for sale at La Residencia Village, Santa Rosa, Laguna",16000000,Santo Domingo,Santa Rosa,"BEN CHAVEZ, REB, SRS 0026417",4,220,150,121.0661417,14.2444071
"KA - FOR SALE: 5 Bedroom House in Avida Parkway Settings, Laguna",15000000,Canlubang,Calamba,RE/MAX CAPITAL,5,202,168,121.2197257,14.1951957
"KA - FOR SALE: 6 Bedroom House in Solen Residences, Laguna",37000000,Don Jose,Santa Rosa,RE/MAX CAPITAL,6,450,300,121.0735873,14.2615584
"House For Sale at Along highway in Banay Banay, Cabuyao, Laguna",1800000,Banaybanay,Cabuyao,Agnes Raby Cabacang,2,40,40,121.1289973,14.24999215
"For Sale RFO House and Lot in Liane, Solen Residences, Santa Rosa - EGR",26000000,Don Jose,Santa Rosa,Ms. Emma,4,194,298,121.0735873,14.2615584
For Sale House and Lot in Avida Setting Nuvali -EGR,11800000,Canlubang,Calamba,Ms. Emma,4,197,135,121.72677,14.193548
Nuvali House for Sale in Mondia,45000000,Hornalan,Calamba,"BEN CHAVEZ, REB, SRS 0026417",4,390,303,121.0822104,14.1753161
Nuvali House for Sale in Venare,35000000,Canlubang,Calamba,"BEN CHAVEZ, REB, SRS 0026417",5,370,255,121.0533622,14.1857173
"4 Bedroom House and Lot for sale in Pacita 2, San Pedro, Laguna",9000000,Pacita 2,San Pedro,Adrian Galut,4,205,180,121.057897,14.350205
For sale 3-bedroom House and Lot in Calamba (near Metro Manila),2740000,Majada Labas,Calamba,Noemi de Villa,3,45,65,121.104962,14.196755
"6BR Duplex House &  Lot For Sale in  Brgy. Bambang Los Baños, Laguna",12100000,Bambang,Los Baños,Team Bugatti,6,360,299,121.206538,14.157176
Lavine: 5 Bedroom House In Alaminos Laguna,10282233,San Benito,Alaminos,Mary Pauline Roque,5,,175,121.2799644,14.0571169
"5 Bedroom Alexandria Single House In Calamba, Laguna",11714608,Lawa,Calamba,Mary Pauline Roque,5,145,180,121.146668,14.2086539
NK 2-Storey Duplex House and Lot 6-Bedroom w/ 4-Car garage and  2-Swimming Pools,12100000,Bambang,Los Baños,Joshua Villlamor,6,360,299,121.206538,14.157176
Pleasing 4-Bedroom Private Resort for Sale in Los Baños Laguna,28000000,,Los Baños,Taller Presello,4,,240,121.2295491,14.1690114
"2 Bedroom House and Lot for Sale in Adele Residences, San Pedro, Laguna",4500000,San Vicente,San Pedro,ace aquino,2,67,87,121.0535937,14.3494688
Own a 2 Br Villas at Sevina Park for as low as 5% Down Payment,,Biñan,Biñan,Edgar Querubin,2,138,114,121.0539924,14.2703263
Lakewood Executive  | Five Bedroom House and Lot for Sale at Los Baños- #5933,31080000,Lalakay,Los Baños,Everbright Real Estate,5,380,301,121.2067078,14.1701347
"Lakewood Executive, Los Baños  | Five Bedroom House and Lot For Sale - #5934",43000000,Lalakay,Los Baños,Everbright Real Estate,5,663,301,121.2067078,14.1701347
"Fully furnished House and Lot for sale at Sonoma, Santa Rosa, Laguna",15000000,Santo Domingo,Santa Rosa,Ivy Nacario,3,300,180,121.0661417,14.2444071
"Brandnew House and Lot in Los Baños, Laguna",50000000,Tadlak,Los Baños,Taller Presello,6,325,530,121.2068865,14.1790531
FOR SALE Pre-Selling House and Lot in Avida SOUTHDALE Settings NUVALI,9646000,Canlubang,Calamba,Nilda Mayor,3,67,128,121.0533622,14.1857173
